apnid,APPEAL_NOTIFIED_DATE,APPEAL_DEC_DATE,APPEAL_DECISION,APPEAL_TYPE
4847/03,02-01-2004,05-05-2004,GRANT PERMISSION,Written Evidence
4869/03,22-12-2003,17-05-2004,REFUSE PERMISSION,Written Evidence
4853/03,24-02-2004,05-10-2004,GRANT PERMISSION,Written Evidence
4867/03,11-12-2003,20-04-2004,GRANT PERMISSION,Written Evidence
4888/03,09-01-2004,29-04-2004,GRANT PERMISSION,Written Evidence
4893/03,09-03-2004,09-07-2004,REFUSE PERMISSION,Written Evidence
4918/03,NULL,06-04-2004,APPEAL WITHDRAWN,Written Evidence
4910/03,22-12-2003,20-04-2004,REFUSE PERMISSION,Written Evidence
4931/03,30-12-2003,06-02-2004,APPEAL WITHDRAWN,Written Evidence
4946/03,05-01-2004,05-05-2004,GRANT PERMISSION,Written Evidence
4944/03,09-03-2004,07-09-2004,GRANT PERMISSION,Written Evidence
4947/03,08-01-2004,28-04-2004,GRANT PERMISSION,Written Evidence
4951/03,12-01-2004,12-05-2004,GRANT PERMISSION,Written Evidence
4969/03,12-01-2004,12-05-2004,REMOVE CONDITIONS,Written Evidence
4967/03,10-05-2004,08-09-2004,REFUSE OUTLINE PERMISSION,Written Evidence
4976/03,12-01-2004,02-03-2004,APPEAL WITHDRAWN,Written Evidence
4977/03,08-01-2004,05-05-2004,REFUSE PERMISSION,Written Evidence
4983/03,22-01-2004,18-05-2004,REFUSE PERMISSION,Written Evidence
4986/03,25-02-2004,28-06-2004,REFUSE PERMISSION,Written Evidence
4991/03,09-01-2004,07-05-2004,REFUSE PERMISSION,Written Evidence
5007/03,02-03-2004,30-06-2004,GRANT PERMISSION,Written Evidence
5002/03,14-01-2001,17-05-2004,REFUSE PERMISSION,Written Evidence
5033/03,26-01-2004,24-05-2004,GRANT PERMISSION,Written Evidence
5038/03,16-01-2004,18-05-2004,REFUSE OUTLINE PERMISSION,Written Evidence
5178/03,03-09-2004,10-12-2004,GRANT PERMISSION,Written Evidence
5185/03,27-01-2004,25-05-2004,REFUSE PERMISSION,Written Evidence
5221/03,23-01-2004,26-05-2004,GRANT PERMISSION,Written Evidence
5262/03,21-01-2004,17-05-2004,GRANT PERMISSION,Written Evidence
5274/03,23-01-2004,29-04-2004,REFUSE PERMISSION,Written Evidence
5235/03,NULL,01-03-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
5236/03,20-01-2004,20-05-2004,GRANT PERMISSION,Written Evidence
5260/03,05-01-2004,06-05-2004,REMOVE CONDITIONS,Written Evidence
5284/03,03-06-2004,13-10-2004,GRANT PERMISSION,Written Evidence
5293/03,13-01-2004,12-05-2004,REFUSE PERMISSION,Written Evidence
5295/03,29-01-2004,27-05-2004,GRANT PERMISSION,Written Evidence
5288/03,NULL,05-03-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
5281/03,29-01-2004,27-05-2004,REFUSE PERMISSION,Written Evidence
5290/03,08-01-2004,07-05-2004,REFUSE PERMISSION,Written Evidence
5287/03,29-01-2004,27-05-2004,GRANT PERMISSION,Written Evidence
5317/03,28-01-2004,24-05-2004,REFUSE PERMISSION,Written Evidence
5333/03,23-01-2004,25-05-2004,REFUSE PERMISSION,Written Evidence
5326/03,NULL,NULL,NULL,NULL
5337/03,NULL,06-04-2004,APPLICATION WITHDRAWN,Written Evidence
5358/03,09-02-2004,02-06-2004,GRANT PERMISSION,Written Evidence
5362/03,24-02-2004,10-06-2004,SPLIT DECISION,Written Evidence
5374/03,06-04-2004,28-07-2004,GRANT PERMISSION,Written Evidence
5421/03,25-06-2004,27-10-2004,GRANT PERMISSION,Written Evidence
5424/03,01-02-2005,17-06-2005,REFUSE PERMISSION,Written Evidence
5411/03,30-01-2004,31-05-2004,REFUSE PERMISSION,Written Evidence
5441/03,02-06-2004,23-12-2004,GRANT PERMISSION,Written Evidence
5447/03,18-02-2004,10-06-2004,REFUSE PERMISSION,Written Evidence
5488/03,18-02-2004,16-06-2004,REFUSE PERMISSION,Written Evidence
5485/03,20-10-2004,01-03-2005,REFUSE PERMISSION,Written Evidence
5481/03,11-02-2004,16-07-2004,GRANT PERMISSION,Written Evidence
5476/03,12-02-2004,02-07-2004,SPLIT DECISION,Written Evidence
5490/03,05-10-2004,03-11-2004,APPEAL WITHDRAWN,Written Evidence
5513/03,18-02-2004,09-07-2004,REFUSE PERMISSION,Written Evidence
5524/03,21-05-2004,19-10-2004,GRANT PERMISSION,Written Evidence
5526/03,13-09-2004,13-01-2005,REFUSE PERMISSION,Written Evidence
5577/03,24-02-2004,24-06-2004,REFUSE PERMISSION,Written Evidence
5584/03,18-02-2004,21-06-2004,GRANT PERMISSION,Written Evidence
5602/03,27-02-2004,28-06-2004,REFUSE PERMISSION,Written Evidence
5608/03,26-02-2004,03-06-2004,GRANT PERMISSION,Written Evidence
5628/03,30-03-2004,22-04-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
5636/03,05-03-2004,30-06-2004,REFUSE PERMISSION,Written Evidence
5638/03,13-09-2004,05-01-2005,GRANT PERMISSION,Written Evidence
5625/03,02-03-2004,23-06-2004,REFUSE PERMISSION,Written Evidence
5633/03,10-05-2004,31-08-2004,REFUSE PERMISSION,Written Evidence
5656/03,27-02-2004,25-05-2004,REFUSE PERMISSION,Written Evidence
5692/03,24-02-2004,21-06-2004,REFUSE PERMISSION,Written Evidence
5669/03,06-04-2004,03-08-2004,GRANT PERMISSION,Written Evidence
5718/03,12-03-2004,06-09-2004,GRANT PERMISSION,Written Evidence
5704/03,04-08-2004,19-01-2005,REFUSE PERMISSION,Written Evidence
5733/03,06-05-2004,16-08-2004,REFUSE PERMISSION,Written Evidence
5739/03,01-11-2004,14-03-2005,GRANT PERMISSION,Written Evidence
5745/03,09-03-2004,05-07-2004,REFUSE PERMISSION,Written Evidence
5746/03,08-03-2004,02-07-2004,GRANT PERMISSION,Written Evidence
5771/03,04-03-2004,05-07-2004,GRANT PERMISSION,Written Evidence
5784/03,02-07-2004,02-11-2004,GRANT PERMISSION,Written Evidence
5811/03,23-06-2004,20-10-2004,REFUSE PERMISSION,Written Evidence
5809/03,NULL,13-05-2004,APPEAL DECLARED INVALID,Written Evidence
5801/03,19-08-2004,16-12-2004,REFUSE PERMISSION,Written Evidence
5817/03,NULL,NULL,APPEAL DECLARED INVALID,NULL
5822/03,15-04-2004,11-08-2004,REFUSE PERMISSION,Written Evidence
5826/03,09-03-2004,07-07-2004,REFUSE PERMISSION,Written Evidence
5841/03,10-03-2004,08-07-2004,GRANT PERMISSION,Written Evidence
5853/03,16-04-2004,10-08-2004,GRANT PERMISSION,Written Evidence
5888/03,10-03-2004,22-03-2004,APPEAL DECLARED INVALID,Written Evidence
5882/03,11-03-2004,05-07-2004,REFUSE PERMISSION,Written Evidence
5890/03,10-11-2004,19-09-2005,GRANT PERMISSION,Written Evidence
5909/03,04-08-2004,10-02-2005,REFUSE PERMISSION,Written Evidence
5945/03,23-03-2004,18-06-2004,AMEND CONDITIONS,Written Evidence
5955/03,10-03-2004,12-07-2004,REFUSE PERMISSION,Written Evidence
5981/03,10-03-2004,11-06-2004,REFUSE PERMISSION,Written Evidence
5986/03,01-04-2004,21-07-2004,GRANT PERMISSION,Written Evidence
5998/03,01-09-2004,24-12-2004,REMOVE CONDITIONS,Written Evidence
6008/03,16-03-2004,16-07-2004,REFUSE PERMISSION,Written Evidence
6032/03,15-11-2004,08-04-2005,GRANT PERMISSION,Written Evidence
6024/03,23-03-2004,19-07-2004,AMEND CONDITIONS,Written Evidence
6026/03,23-07-2004,22-11-2004,REFUSE PERMISSION,Written Evidence
6017/03,15-03-2004,13-07-2004,GRANT PERMISSION,Written Evidence
6079/03,16-03-2004,NULL,REFUSE PERMISSION,Written Evidence
6089/03,26-10-2004,13-05-2005,REFUSE PERMISSION,Written Evidence
6064/03,23-03-2004,19-07-2004,AMEND CONDITIONS,Written Evidence
6105/03,24-03-2004,21-07-2004,REFUSE PERMISSION,Written Evidence
6100/03,18-03-2004,20-07-2004,GRANT PERMISSION,Written Evidence
6120/03,07-05-2004,02-09-2004,REFUSE PERMISSION,Written Evidence
6127/03,22-09-2004,11-02-2005,APPLICATION WITHDRAWN,Written Evidence
1010/04,01-04-2004,09-08-2004,GRANT PERMISSION,Written Evidence
1015/04,25-03-2004,26-07-2004,REFUSE PERMISSION,Written Evidence
1009/04,01-04-2004,26-07-2004,REFUSE PERMISSION,Written Evidence
1006/04,NULL,NULL,NULL,Written Evidence
1024/04,24-03-2004,26-07-2004,GRANT PERMISSION,Written Evidence
1041/04,24-03-2004,21-07-2004,ATTACH CONDITIONS,Written Evidence
1039/04,12-08-2004,06-09-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
1071/04,29-03-2004,20-07-2004,ATTACH CONDITIONS,Written Evidence
1056/04,04-08-2004,02-12-2004,GRANT PERMISSION,Written Evidence
1058/04,29-07-2004,22-09-2004,APPEAL WITHDRAWN,Written Evidence
1067/04,06-04-2004,22-07-2004,REFUSE PERMISSION,Written Evidence
1060/04,11-06-2004,06-12-2004,APPEAL WITHDRAWN,Written Evidence
1070/04,06-04-2004,05-08-2004,REFUSE PERMISSION,Written Evidence
1095/04,06-04-2004,03-08-2004,REFUSE PERMISSION,Written Evidence
1103/04,26-05-2004,03-11-2004,GRANT PERMISSION,Written Evidence
1106/04,07-07-2004,02-11-2004,APPEAL WITHDRAWN,Written Evidence
1090/04,30-12-2004,01-03-2005,APPLICATION WITHDRAWN,Written Evidence
1104/04,06-04-2004,05-08-2004,GRANT PERMISSION,Written Evidence
1123/04,31-08-2004,18-02-2005,REFUSE PERMISSION,Written Evidence
1117/04,08-04-2004,30-07-2004,SPLIT DECISION,Written Evidence
1138/04,01-07-2004,13-10-2004,SPLIT DECISION,Written Evidence
1167/04,06-04-2004,30-09-2004,GRANT PERMISSION,Written Evidence
1163/04,05-11-2004,10-05-2005,REFUSE PERMISSION,Written Evidence
1156/04,15-04-2004,07-10-2004,REFUSE PERMISSION,Written Evidence
1179/04,16-04-2004,11-08-2004,REFUSE PERMISSION,Written Evidence
1186/04,01-04-2004,26-07-2004,ATTACH CONDITIONS,Written Evidence
1157/04,07-04-2004,17-08-2004,GRANT PERMISSION,Written Evidence
1195/04,14-07-2004,11-11-2004,GRANT PERMISSION,Written Evidence
1188/04,14-07-2004,22-12-2004,GRANT PERMISSION,Written Evidence
1193/04,21-04-2004,10-08-2004,GRANT PERMISSION,Written Evidence
1187/04,01-04-2004,30-07-2004,REFUSE PERMISSION,Written Evidence
1221/04,07-04-2004,09-08-2004,GRANT PERMISSION,Written Evidence
1214/04,21-04-2004,13-08-2004,GRANT PERMISSION,Written Evidence
1208/04,01-07-2004,02-11-2004,GRANT PERMISSION,Written Evidence
1237/04,07-04-2004,30-07-2004,GRANT PERMISSION,Written Evidence
1173/04,06-04-2004,03-08-2004,REFUSE PERMISSION,Written Evidence
1249/04,21-04-2004,18-08-2004,GRANT PERMISSION,Written Evidence
1255/04,21-04-2004,13-08-2004,GRANT PERMISSION,Written Evidence
1254/04,19-11-2004,30-03-2005,GRANT PERMISSION,Written Evidence
1261/04,24-08-2004,26-11-2004,APPEAL WITHDRAWN,Written Evidence
1259/04,NULL,17-08-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
1273/04,27-04-2004,23-08-2004,GRANT PERMISSION,Written Evidence
1258/04,21-04-2004,16-08-2004,REMOVE CONDITIONS,Written Evidence
1279/04,19-04-2004,13-08-2004,REFUSE PERMISSION,Written Evidence
1284/04,16-06-2004,13-10-2004,GRANT PERMISSION,Written Evidence
1290/04,06-01-2005,14-06-2005,GRANT PERMISSION,Written Evidence
1295/04,26-04-2004,06-08-2004,GRANT PERMISSION,Written Evidence
1296/04,07-04-2004,06-08-2004,GRANT PERMISSION,Written Evidence
1304/04,06-04-2004,23-07-2004,GRANT PERMISSION,Written Evidence
1326/04,22-04-2004,20-08-2004,GRANT PERMISSION,Written Evidence
1313/04,26-05-2004,27-09-2004,REFUSE PERMISSION,Written Evidence
1243/04,26-05-2004,28-09-2004,GRANT PERMISSION,Written Evidence
1357/04,11-05-2005,26-10-2005,REFUSE PERMISSION,Written Evidence
1378/04,06-05-2004,27-08-2004,REFUSE PERMISSION,Written Evidence
1360/04,21-04-2004,18-08-2004,REFUSE PERMISSION,Written Evidence
1364/04,26-05-2004,27-09-2004,REFUSE PERMISSION,Written Evidence
1371/04,25-05-2004,09-06-2004,APPEAL WITHDRAWN,Written Evidence
1420/04,14-05-2004,15-09-2004,GRANT PERMISSION,Written Evidence
1435/04,06-05-2004,31-08-2004,REMOVE CONDITIONS,Written Evidence
1451/04,25-01-2005,12-05-2005,REFUSE PERMISSION,Written Evidence
1452/04,27-04-2004,25-08-2004,GRANT PERMISSION,Written Evidence
1439/04,27-04-2004,25-08-2004,GRANT PERMISSION,Written Evidence
1458/04,27-04-2004,27-08-2004,GRANT PERMISSION,Written Evidence
1465/04,07-05-2004,27-08-2004,REMOVE CONDITIONS,Written Evidence
1498/04,27-05-2004,27-09-2004,REFUSE PERMISSION,Written Evidence
1530/04,06-05-2004,07-12-2004,APPEAL WITHDRAWN,Written Evidence
1569/04,01-12-2004,15-04-2005,GRANT PERMISSION,Written Evidence
1565/04,02-09-2004,06-01-2005,GRANT PERMISSION,Written Evidence
1556/04,16-06-2004,28-09-2004,REFUSE PERMISSION,Written Evidence
1567/04,24-05-2004,21-09-2004,GRANT PERMISSION,Written Evidence
1591/04,13-05-2004,14-09-2004,GRANT PERMISSION,Written Evidence
1604/04,13-05-2004,13-09-2004,GRANT PERMISSION,Written Evidence
1606/04,22-07-2004,19-11-2004,GRANT PERMISSION,Written Evidence
1633/04,12-05-2004,08-09-2004,REFUSE PERMISSION,Written Evidence
1622/04,14-05-2004,15-09-2004,REFUSE PERMISSION,Written Evidence
1640/04,13-05-2004,13-09-2004,GRANT PERMISSION,Written Evidence
1666/04,12-05-2004,03-06-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
1664/04,16-07-2004,15-11-2004,GRANT PERMISSION,Written Evidence
1659/04,19-05-2004,12-11-2004,REFUSE PERMISSION,Written Evidence
1707/04,21-05-2004,20-09-2004,GRANT PERMISSION,Written Evidence
1702/04,12-05-2004,08-09-2004,REFUSE PERMISSION,Written Evidence
1685/04,13-05-2004,08-09-2004,REFUSE PERMISSION,Written Evidence
1706/04,17-05-2004,16-09-2004,REFUSE PERMISSION,Written Evidence
1711/04,14-07-2004,15-10-2004,REFUSE PERMISSION,Written Evidence
1724/04,14-09-2004,27-01-2005,GRANT PERMISSION,Written Evidence
1734/04,13-10-2004,06-12-2004,APPEAL WITHDRAWN,Written Evidence
1744/04,24-05-2004,17-09-2004,GRANT PERMISSION,Written Evidence
1770/04,24-05-2004,20-09-2004,REFUSE PERMISSION,Written Evidence
1762/04,11-11-2004,19-04-2005,GRANT PERMISSION,Written Evidence
1778/04,20-05-2004,28-09-2004,GRANT PERMISSION,Written Evidence
1798/04,15-07-2004,16-11-2004,GRANT PERMISSION,Written Evidence
1788/04,20-05-2004,17-09-2004,GRANT PERMISSION,Written Evidence
1822/04,04-08-2004,01-12-2004,AMEND CONDITIONS,Written Evidence
1815/04,15-07-2004,08-10-2004,APPEAL WITHDRAWN,Written Evidence
1823/04,24-05-2004,19-08-2004,SPLIT DECISION,Written Evidence
1810/04,04-10-2004,14-02-2005,GRANT PERMISSION,Written Evidence
1824/04,24-05-2004,15-09-2004,GRANT PERMISSION,Written Evidence
1849/04,04-08-2004,26-11-2004,REFUSE PERMISSION,Written Evidence
1845/04,27-05-2004,28-09-2004,GRANT PERMISSION,Written Evidence
1888/04,10-06-2004,04-10-2004,REFUSE PERMISSION,Written Evidence
1904/04,24-05-2004,22-09-2004,REFUSE PERMISSION,Written Evidence
1876/04,01-06-2004,16-11-2004,GRANT PERMISSION,Written Evidence
1913/04,29-06-2004,20-10-2004,REMOVE CONDITIONS,Written Evidence
1902/04,10-06-2004,21-09-2004,GRANT PERMISSION,Written Evidence
1909/04,26-05-2004,24-09-2004,REFUSE PERMISSION,Written Evidence
1967/04,09-06-2004,05-07-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
1981/04,22-12-2004,03-05-2005,GRANT PERMISSION,Written Evidence
2014/04,10-06-2004,07-10-2004,REFUSE PERMISSION,Written Evidence
2013/04,10-06-2004,06-10-2004,REFUSE PERMISSION,Written Evidence
2022/04,04-06-2004,30-06-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
2023/04,09-06-2004,05-10-2004,REFUSE PERMISSION,Written Evidence
2053/04,10-06-2004,04-10-2004,REFUSE PERMISSION,Written Evidence
2082/04,18-04-2005,03-11-2005,GRANT PERMISSION,Written Evidence
2069/04,09-11-2004,11-04-2005,GRANT PERMISSION,Written Evidence
2083/04,11-01-2005,12-05-2005,GRANT PERMISSION,Written Evidence
2121/04,NULL,NULL,NULL,NULL
2142/04,23-07-2004,24-11-2004,GRANT PERMISSION,Written Evidence
2186/04,28-10-2004,28-02-2005,REFUSE PERMISSION,Written Evidence
2194/04,17-06-2004,12-10-2004,REFUSE PERMISSION,Written Evidence
2160/04,24-06-2004,26-10-2004,SPLIT DECISION,Written Evidence
2173/04,27-01-2005,10-06-2005,GRANT PERMISSION,Written Evidence
2175/04,17-06-2004,20-10-2004,GRANT PERMISSION,Written Evidence
2230/04,17-06-2004,15-10-2004,GRANT PERMISSION,Written Evidence
2236/04,25-06-2004,31-08-2004,APPEAL WITHDRAWN,Written Evidence
2226/04,25-06-2004,15-10-2004,GRANT PERMISSION,Written Evidence
2212/04,28-06-2004,14-10-2004,APPEAL WITHDRAWN,Written Evidence
2254/04,23-06-2004,21-10-2004,GRANT PERMISSION,Written Evidence
2188/04,19-08-2004,16-12-2004,GRANT PERMISSION,Written Evidence
2245/04,18-06-2004,13-10-2004,REFUSE PERMISSION,Written Evidence
2276/04,24-09-2004,10-01-2005,GRANT PERMISSION,Written Evidence
2265/04,29-06-2004,01-11-2004,REFUSE PERMISSION,Written Evidence
2280/04,11-10-2004,27-01-2005,GRANT PERMISSION,Written Evidence
2261/04,16-06-2004,30-09-2004,GRANT PERMISSION,Written Evidence
2300/04,30-06-2004,08-10-2004,APPEAL WITHDRAWN,Written Evidence
2293/04,29-06-2004,13-10-2004,GRANT PERMISSION,Written Evidence
2297/04,30-06-2004,29-10-2004,REFUSE PERMISSION,Written Evidence
2313/04,16-06-2004,05-10-2004,REFUSE PERMISSION,Written Evidence
2337/04,29-06-2004,20-07-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
2359/04,16-08-2004,15-12-2004,GRANT PERMISSION,Written Evidence
2334/04,01-07-2004,07-10-2004,GRANT PERMISSION,Written Evidence
2354/04,30-06-2004,11-10-2004,APPEAL WITHDRAWN,Written Evidence
2348/04,16-06-2004,12-10-2004,REFUSE PERMISSION,Written Evidence
2367/04,08-07-2004,15-10-2004,REFUSE PERMISSION,Written Evidence
2369/04,11-10-2004,15-04-2005,GRANT PERMISSION,Written Evidence
2379/04,01-09-2004,11-01-2005,GRANT PERMISSION,Written Evidence
2377/04,29-06-2004,26-10-2004,GRANT PERMISSION,Written Evidence
2374/04,07-07-2004,13-10-2004,REFUSE PERMISSION,Written Evidence
2399/04,11-01-2005,14-06-2005,REFUSE PERMISSION,Written Evidence
2413/04,29-10-2004,02-03-2005,ATTACH CONDITIONS,Written Evidence
2417/04,29-10-2004,23-02-2005,GRANT PERMISSION,Written Evidence
2465/04,09-07-2004,15-10-2004,ATTACH CONDITIONS,Written Evidence
2479/04,15-07-2004,12-11-2004,GRANT PERMISSION,Written Evidence
2503/04,05-07-2004,04-11-2004,ATTACH CONDITIONS,Written Evidence
2501/04,15-07-2004,16-11-2004,GRANT PERMISSION,Written Evidence
2545/04,11-04-2005,09-01-2006,GRANT PERMISSION,Written Evidence
2544/04,20-09-2004,28-01-2005,GRANT PERMISSION,Written Evidence
2549/04,20-07-2004,18-11-2004,GRANT PERMISSION,Written Evidence
2592/04,13-07-2004,11-11-2004,GRANT PERMISSION,Written Evidence
2590/04,24-08-2004,05-01-2005,GRANT PERMISSION,Written Evidence
2643/04,20-07-2004,22-11-2004,GRANT PERMISSION,Written Evidence
2634/04,20-07-2004,18-11-2004,REFUSE PERMISSION,Written Evidence
2638/04,14-07-2004,04-11-2004,GRANT PERMISSION,Written Evidence
2599/04,16-07-2004,17-11-2004,SPLIT DECISION,Written Evidence
2660/04,13-07-2004,15-10-2004,GRANT PERMISSION,Written Evidence
2673/04,22-07-2004,18-11-2004,REFUSE PERMISSION,Written Evidence
2701/04,28-07-2004,23-11-2004,GRANT PERMISSION,Written Evidence
2700/04,24-08-2004,20-12-2004,REFUSE PERMISSION,Written Evidence
2669/04,09-07-2004,13-10-2004,REFUSE PERMISSION,Written Evidence
2693/04,16-07-2004,17-11-2004,GRANT PERMISSION,Written Evidence
2707/04,23-07-2004,18-11-2004,REFUSE PERMISSION,Written Evidence
2682/04,23-07-2004,18-11-2004,GRANT PERMISSION,Written Evidence
2722/04,23-07-2004,18-11-2004,GRANT PERMISSION,Written Evidence
2720/04,30-08-2004,01-02-2005,REFUSE PERMISSION,Written Evidence
2713/04,28-07-2004,25-11-2004,GRANT PERMISSION,Written Evidence
2719/04,22-09-2004,01-02-2005,GRANT PERMISSION,Written Evidence
2738/04,28-07-2004,23-11-2004,REFUSE PERMISSION,Written Evidence
2748/04,30-07-2004,26-11-2004,REFUSE PERMISSION,Written Evidence
2749/04,19-07-2004,11-11-2004,REFUSE PERMISSION,Written Evidence
2742/04,08-09-2004,17-01-2005,ATTACH CONDITIONS,Written Evidence
2755/04,09-08-2004,25-11-2004,REFUSE PERMISSION,Written Evidence
2739/04,04-08-2004,16-11-2004,REFUSE PERMISSION,Written Evidence
2734/04,15-11-2004,24-03-2005,REFUSE PERMISSION,Written Evidence
2770/04,03-08-2004,04-11-2004,GRANT PERMISSION,Written Evidence
2766/04,28-07-2004,25-11-2004,GRANT PERMISSION,Written Evidence
2759/04,04-02-2005,07-06-2005,REFUSE PERMISSION,Written Evidence
2779/04,23-07-2004,22-11-2004,GRANT PERMISSION,Written Evidence
2800/04,01-04-2005,29-08-2005,REFUSE PERMISSION,Written Evidence
2795/04,20-07-2004,15-10-2004,REFUSE PERMISSION,Written Evidence
2806/04,30-07-2004,19-10-2004,APPEAL WITHDRAWN,Written Evidence
2810/04,30-07-2004,26-11-2004,GRANT PERMISSION,Written Evidence
2790/04,10-08-2004,03-12-2004,GRANT PERMISSION,Written Evidence
2807/04,14-03-2005,26-10-2005,REFUSE PERMISSION,Written Evidence
2823/04,04-08-2004,30-11-2004,GRANT PERMISSION,Written Evidence
2839/04,30-07-2004,25-11-2004,REFUSE PERMISSION,Written Evidence
2852/04,05-08-2004,30-11-2004,ATTACH CONDITIONS,Written Evidence
2862/04,04-08-2004,29-11-2004,SPLIT DECISION,Written Evidence
2866/04,04-08-2004,10-12-2004,GRANT PERMISSION,Written Evidence
2860/04,04-08-2004,02-12-2004,AMEND CONDITIONS,Written Evidence
2902/04,12-08-2004,13-12-2004,REFUSE PERMISSION,Written Evidence
2920/04,05-08-2004,30-11-2004,REFUSE PERMISSION,Written Evidence
2922/04,12-08-2004,26-01-2005,GRANT PERMISSION,Written Evidence
2919/04,22-06-2005,03-03-2006,GRANT PERMISSION,Written Evidence
2913/04,12-08-2004,09-12-2004,GRANT PERMISSION,Written Evidence
2915/04,12-08-2004,13-12-2004,REFUSE PERMISSION,Written Evidence
2951/04,NULL,NULL,NULL,NULL
2953/04,22-09-2004,01-02-2005,SPLIT DECISION,Written Evidence
2952/04,12-08-2004,09-12-2004,REFUSE PERMISSION,Written Evidence
2932/04,12-08-2004,14-02-2005,GRANT PERMISSION,Written Evidence
2961/04,28-07-2004,22-10-2004,REFUSE PERMISSION,Written Evidence
2966/04,23-02-2005,25-02-2005,APPEAL WITHDRAWN,Written Evidence
2995/04,13-08-2004,01-09-2004,APPEAL WITHDRAWN,Written Evidence
3004/04,04-08-2004,06-12-2004,REFUSE PERMISSION,Written Evidence
3020/04,21-07-2004,18-11-2004,REFUSE PERMISSION,Written Evidence
3022/04,16-08-2004,28-08-2004,APPEAL WITHDRAWN,Written Evidence
3033/04,12-08-2004,03-09-2004,LEAVE TO APPEAL REFUSED,Informal Hearing
3029/04,09-08-2004,28-02-2005,GRANT PERMISSION,Written Evidence
3034/04,21-03-2005,09-08-2005,REFUSE PERMISSION,Written Evidence
3031/04,13-08-2004,10-12-2004,GRANT PERMISSION,Written Evidence
3050/04,16-08-2004,21-12-2004,REFUSE PERMISSION,Written Evidence
3064/04,13-08-2004,15-12-2004,GRANT PERMISSION,Written Evidence
3067/04,23-08-2004,17-12-2004,REFUSE PERMISSION,Written Evidence
3057/04,09-08-2004,25-11-2004,REFUSE PERMISSION,Written Evidence
3048/04,13-08-2004,16-12-2004,GRANT PERMISSION,Written Evidence
3087/04,20-10-2004,25-02-2005,GRANT PERMISSION,Written Evidence
